sample_id,variant_id,gene,nominal_vaf,measured_vaf,depth,site,run_id,operator,replicate,detected,qc_flag
S00265,VAR2,KRAS,0.1,0.09452502045761874,792,SiteC,SiteC_Run02,Operator1,1,0,0
S00266,VAR2,KRAS,0.1,0.09900700034655621,960,SiteC,SiteC_Run02,Operator2,2,0,1
S00267,VAR2,KRAS,0.1,0.1032561724293446,922,SiteC,SiteC_Run02,Operator1,3,0,0
S00268,VAR2,KRAS,0.1,0.09044067161872965,771,SiteC,SiteC_Run03,Operator1,1,0,0
S00269,VAR2,KRAS,0.1,0.11539462729371378,395,SiteC,SiteC_Run03,Operator2,2,0,0
S00270,VAR2,KRAS,0.1,0.0764022942640265,809,SiteC,SiteC_Run03,Operator1,3,0,0
S00271,VAR2,KRAS,0.25,0.24971798092414052,886,SiteA,SiteA_Run01,Operator1,1,0,0
S00272,VAR2,KRAS,0.25,0.22438255004775817,807,SiteA,SiteA_Run01,Operator2,2,0,1
S00273,VAR2,KRAS,0.25,0.22408964432849995,824,SiteA,SiteA_Run01,Operator1,3,0,0
S00274,VAR2,KRAS,0.25,0.3147409738380416,865,SiteA,SiteA_Run02,Operator1,1,0,0
S00275,VAR2,KRAS,0.25,0.30855646403110576,741,SiteA,SiteA_Run02,Operator2,2,0,0
S00276,VAR2,KRAS,0.25,0.34414608179140993,996,SiteA,SiteA_Run02,Operator1,3,0,1
S00277,VAR2,KRAS,0.25,0.23715206485434726,871,SiteA,SiteA_Run03,Operator1,1,0,0
S00278,VAR2,KRAS,0.25,0.2516252997891411,614,SiteA,SiteA_Run03,Operator2,2,0,0
S00279,VAR2,KRAS,0.25,0.18330368463820823,1007,SiteA,SiteA_Run03,Operator1,3,1,0
S00280,VAR2,KRAS,0.25,0.23132532008977044,981,SiteB,SiteB_Run01,Operator1,1,0,0
S00281,VAR2,KRAS,0.25,0.35577216581106336,924,SiteB,SiteB_Run01,Operator2,2,0,0
S00282,VAR2,KRAS,0.25,0.23001749525341667,551,SiteB,SiteB_Run01,Operator1,3,0,0
S00283,VAR2,KRAS,0.25,0.19798537812307074,715,SiteB,SiteB_Run02,Operator1,1,0,1
S00284,VAR2,KRAS,0.25,0.25210352864454466,895,SiteB,SiteB_Run02,Operator2,2,0,0
S00285,VAR2,KRAS,0.25,0.32078103099015615,807,SiteB,SiteB_Run02,Operator1,3,0,0
S00286,VAR2,KRAS,0.25,0.18233882953846567,852,SiteB,SiteB_Run03,Operator1,1,0,0
S00287,VAR2,KRAS,0.25,0.23762571826918283,1169,SiteB,SiteB_Run03,Operator2,2,0,0
S00288,VAR2,KRAS,0.25,0.2745207983689918,677,SiteB,SiteB_Run03,Operator1,3,0,0
S00289,VAR2,KRAS,0.25,0.3712838694336768,483,SiteC,SiteC_Run01,Operator1,1,0,1
S00290,VAR2,KRAS,0.25,0.22103913314434862,841,SiteC,SiteC_Run01,Operator2,2,0,0
S00291,VAR2,KRAS,0.25,0.3387780719902898,697,SiteC,SiteC_Run01,Operator1,3,0,0
S00292,VAR2,KRAS,0.25,0.22926576560912998,867,SiteC,SiteC_Run02,Operator1,1,0,0
S00293,VAR2,KRAS,0.25,0.2034168610608686,678,SiteC,SiteC_Run02,Operator2,2,0,0
S00294,VAR2,KRAS,0.25,0.1992567149432285,1132,SiteC,SiteC_Run02,Operator1,3,0,0
S00295,VAR2,KRAS,0.25,0.23918595236640283,781,SiteC,SiteC_Run03,Operator1,1,0,0
S00296,VAR2,KRAS,0.25,0.24888177339878592,728,SiteC,SiteC_Run03,Operator2,2,0,0
S00297,VAR2,KRAS,0.25,0.23436519290818233,775,SiteC,SiteC_Run03,Operator1,3,0,0
S00298,VAR2,KRAS,0.5,0.6171133572989151,929,SiteA,SiteA_Run01,Operator1,1,0,0
S00299,VAR2,KRAS,0.5,0.5193179580737003,815,SiteA,SiteA_Run01,Operator2,2,0,0
S00300,VAR2,KRAS,0.5,0.48952844796171635,556,SiteA,SiteA_Run01,Operator1,3,0,0
S00301,VAR2,KRAS,0.5,0.4432337148337789,799,SiteA,SiteA_Run02,Operator1,1,0,0
S00302,VAR2,KRAS,0.5,0.38583310757363654,914,SiteA,SiteA_Run02,Operator2,2,0,0
S00303,VAR2,KRAS,0.5,0.33789755934381377,806,SiteA,SiteA_Run02,Operator1,3,0,0
S00304,VAR2,KRAS,0.5,0.5218031682872764,910,SiteA,SiteA_Run03,Operator1,1,0,0
S00305,VAR2,KRAS,0.5,0.5025400169301854,778,SiteA,SiteA_Run03,Operator2,2,0,0
S00306,VAR2,KRAS,0.5,0.6569531690729191,791,SiteA,SiteA_Run03,Operator1,3,0,0
S00307,VAR2,KRAS,0.5,0.5299734230346238,872,SiteB,SiteB_Run01,Operator1,1,1,0
S00308,VAR2,KRAS,0.5,0.5864290205252403,949,SiteB,SiteB_Run01,Operator2,2,0,0
S00309,VAR2,KRAS,0.5,0.5041154822621713,613,SiteB,SiteB_Run01,Operator1,3,0,0
S00310,VAR2,KRAS,0.5,0.42451327973322445,795,SiteB,SiteB_Run02,Operator1,1,0,0
S00311,VAR2,KRAS,0.5,0.5298194176408519,789,SiteB,SiteB_Run02,Operator2,2,0,0
S00312,VAR2,KRAS,0.5,0.5351598678567016,686,SiteB,SiteB_Run02,Operator1,3,0,1
S00313,VAR2,KRAS,0.5,0.42459235854271027,645,SiteB,SiteB_Run03,Operator1,1,0,0
S00314,VAR2,KRAS,0.5,0.4971333178898821,705,SiteB,SiteB_Run03,Operator2,2,0,0
S00315,VAR2,KRAS,0.5,0.7460289665792189,888,SiteB,SiteB_Run03,Operator1,3,0,0
S00316,VAR2,KRAS,0.5,0.3989176025903938,738,SiteC,SiteC_Run01,Operator1,1,0,0
S00317,VAR2,KRAS,0.5,0.6711843355045158,682,SiteC,SiteC_Run01,Operator2,2,0,0
S00318,VAR2,KRAS,0.5,0.47780099393660114,825,SiteC,SiteC_Run01,Operator1,3,0,1
S00319,VAR2,KRAS,0.5,0.6725458029755836,614,SiteC,SiteC_Run02,Operator1,1,0,0
S00320,VAR2,KRAS,0.5,0.422418894853036,957,SiteC,SiteC_Run02,Operator2,2,0,0
S00321,VAR2,KRAS,0.5,0.49342409273576726,727,SiteC,SiteC_Run02,Operator1,3,0,1
S00322,VAR2,KRAS,0.5,0.532112428134234,828,SiteC,SiteC_Run03,Operator1,1,0,0
S00323,VAR2,KRAS,0.5,0.4888667965927386,808,SiteC,SiteC_Run03,Operator2,2,0,0
S00324,VAR2,KRAS,0.5,0.5704102656442817,800,SiteC,SiteC_Run03,Operator1,3,0,1
S00325,VAR2,KRAS,1,0.967178412007746,1071,SiteA,SiteA_Run01,Operator1,1,1,0
S00326,VAR2,KRAS,1,1.2735072304373192,676,SiteA,SiteA_Run01,Operator2,2,0,1
S00327,VAR2,KRAS,1,1.0346713983364326,972,SiteA,SiteA_Run01,Operator1,3,0,1
S00328,VAR2,KRAS,1,1.148531221365431,805,SiteA,SiteA_Run02,Operator1,1,0,0
S00329,VAR2,KRAS,1,0.7889049871018129,675,SiteA,SiteA_Run02,Operator2,2,0,0
S00330,VAR2,KRAS,1,0.8766233466742329,790,SiteA,SiteA_Run02,Operator1,3,0,0
S00331,VAR2,KRAS,1,1.2434646919367842,912,SiteA,SiteA_Run03,Operator1,1,0,0
S00332,VAR2,KRAS,1,1.1071146186311243,736,SiteA,SiteA_Run03,Operator2,2,0,0
S00333,VAR2,KRAS,1,0.9731847626808386,684,SiteA,SiteA_Run03,Operator1,3,0,0
S00334,VAR2,KRAS,1,0.9784784191803891,823,SiteB,SiteB_Run01,Operator1,1,0,0
S00335,VAR2,KRAS,1,1.1629734357021528,948,SiteB,SiteB_Run01,Operator2,2,0,0
S00336,VAR2,KRAS,1,0.9562247835584984,789,SiteB,SiteB_Run01,Operator1,3,0,0
S00337,VAR2,KRAS,1,1.0151039633436076,592,SiteB,SiteB_Run02,Operator1,1,0,0
S00338,VAR2,KRAS,1,0.7195056065275257,604,SiteB,SiteB_Run02,Operator2,2,1,0
S00339,VAR2,KRAS,1,1.4258981174212173,685,SiteB,SiteB_Run02,Operator1,3,0,0
S00340,VAR2,KRAS,1,1.1655505881121093,721,SiteB,SiteB_Run03,Operator1,1,0,0
S00341,VAR2,KRAS,1,1.1811134185137406,797,SiteB,SiteB_Run03,Operator2,2,0,0
S00342,VAR2,KRAS,1,0.6831153786324335,901,SiteB,SiteB_Run03,Operator1,3,0,0
S00343,VAR2,KRAS,1,0.9958413360530384,735,SiteC,SiteC_Run01,Operator1,1,0,1
S00344,VAR2,KRAS,1,0.9214684109525294,633,SiteC,SiteC_Run01,Operator2,2,0,1
S00345,VAR2,KRAS,1,0.7593615524518866,891,SiteC,SiteC_Run01,Operator1,3,0,0
S00346,VAR2,KRAS,1,1.1566016286520195,841,SiteC,SiteC_Run02,Operator1,1,0,0
S00347,VAR2,KRAS,1,1.2799565809807705,974,SiteC,SiteC_Run02,Operator2,2,0,0
S00348,VAR2,KRAS,1,0.8952566149623217,548,SiteC,SiteC_Run02,Operator1,3,0,0
S00349,VAR2,KRAS,1,0.9551966575299398,813,SiteC,SiteC_Run03,Operator1,1,0,0
S00350,VAR2,KRAS,1,1.4081719836912685,1003,SiteC,SiteC_Run03,Operator2,2,0,0
S00351,VAR2,KRAS,1,0.7189513545382931,909,SiteC,SiteC_Run03,Operator1,3,0,0
S00352,VAR2,KRAS,2,2.3209842412879382,675,SiteA,SiteA_Run01,Operator1,1,0,1
S00353,VAR2,KRAS,2,1.8782545519380596,910,SiteA,SiteA_Run01,Operator2,2,1,0
S00354,VAR2,KRAS,2,1.9544034618663024,669,SiteA,SiteA_Run01,Operator1,3,0,0
S00355,VAR2,KRAS,2,1.7699517954494282,732,SiteA,SiteA_Run02,Operator1,1,0,0
S00356,VAR2,KRAS,2,2.4905068808439785,978,SiteA,SiteA_Run02,Operator2,2,0,0
S00357,VAR2,KRAS,2,1.5963402385288779,756,SiteA,SiteA_Run02,Operator1,3,1,0
S00358,VAR2,KRAS,2,2.424606102040344,924,SiteA,SiteA_Run03,Operator1,1,0,1
S00359,VAR2,KRAS,2,2.649682930061778,756,SiteA,SiteA_Run03,Operator2,2,0,0
S00360,VAR2,KRAS,2,1.4402508197180164,564,SiteA,SiteA_Run03,Operator1,3,0,0
S00361,VAR2,KRAS,2,1.5964243418655444,673,SiteB,SiteB_Run01,Operator1,1,1,0
S00362,VAR2,KRAS,2,2.2511839473858677,637,SiteB,SiteB_Run01,Operator2,2,1,0
S00363,VAR2,KRAS,2,1.6518326304160291,727,SiteB,SiteB_Run01,Operator1,3,0,0
S00364,VAR2,KRAS,2,1.7416643922394137,750,SiteB,SiteB_Run02,Operator1,1,0,1
S00365,VAR2,KRAS,2,1.8295620606427505,777,SiteB,SiteB_Run02,Operator2,2,0,0
S00366,VAR2,KRAS,2,1.8668459234735608,764,SiteB,SiteB_Run02,Operator1,3,1,1
S00367,VAR2,KRAS,2,2.302249797378596,1084,SiteB,SiteB_Run03,Operator1,1,0,0
S00368,VAR2,KRAS,2,1.7727748442001356,592,SiteB,SiteB_Run03,Operator2,2,0,0
S00369,VAR2,KRAS,2,2.036061415552252,738,SiteB,SiteB_Run03,Operator1,3,0,0
S00370,VAR2,KRAS,2,2.3178640836190945,852,SiteC,SiteC_Run01,Operator1,1,0,0
S00371,VAR2,KRAS,2,1.4697190963992492,1044,SiteC,SiteC_Run01,Operator2,2,0,0
S00372,VAR2,KRAS,2,1.7423255119599441,813,SiteC,SiteC_Run01,Operator1,3,0,0
S00373,VAR2,KRAS,2,2.3752575473620006,986,SiteC,SiteC_Run02,Operator1,1,0,0
S00374,VAR2,KRAS,2,1.8549230865523694,553,SiteC,SiteC_Run02,Operator2,2,0,0
S00375,VAR2,KRAS,2,1.204579431475713,1017,SiteC,SiteC_Run02,Operator1,3,0,0
S00376,VAR2,KRAS,2,1.684696341554067,696,SiteC,SiteC_Run03,Operator1,1,0,0
S00377,VAR2,KRAS,2,2.354556676425438,759,SiteC,SiteC_Run03,Operator2,2,0,0
S00378,VAR2,KRAS,2,1.8364408884922603,634,SiteC,SiteC_Run03,Operator1,3,1,0
S00379,VAR2,KRAS,5,4.611303373208249,820,SiteA,SiteA_Run01,Operator1,1,0,0
S00380,VAR2,KRAS,5,4.8563351426959365,1068,SiteA,SiteA_Run01,Operator2,2,0,0
S00381,VAR2,KRAS,5,5.773804292471434,1163,SiteA,SiteA_Run01,Operator1,3,0,0
S00382,VAR2,KRAS,5,4.532255697325525,638,SiteA,SiteA_Run02,Operator1,1,0,0
S00383,VAR2,KRAS,5,5.49934833194609,873,SiteA,SiteA_Run02,Operator2,2,1,0
S00384,VAR2,KRAS,5,5.607296219484087,1008,SiteA,SiteA_Run02,Operator1,3,0,1
S00385,VAR2,KRAS,5,4.078241933460697,771,SiteA,SiteA_Run03,Operator1,1,1,0
S00386,VAR2,KRAS,5,4.93850900872501,767,SiteA,SiteA_Run03,Operator2,2,0,0
S00387,VAR2,KRAS,5,4.489659627614039,754,SiteA,SiteA_Run03,Operator1,3,0,0
S00388,VAR2,KRAS,5,5.434833349601549,890,SiteB,SiteB_Run01,Operator1,1,1,0
S00389,VAR2,KRAS,5,3.697964677771748,1010,SiteB,SiteB_Run01,Operator2,2,0,0
S00390,VAR2,KRAS,5,6.8023755583278795,903,SiteB,SiteB_Run01,Operator1,3,1,0
S00391,VAR2,KRAS,5,6.544608167759412,848,SiteB,SiteB_Run02,Operator1,1,0,0
S00392,VAR2,KRAS,5,4.224355720255509,755,SiteB,SiteB_Run02,Operator2,2,0,0
S00393,VAR2,KRAS,5,4.37306032350999,875,SiteB,SiteB_Run02,Operator1,3,1,0
S00394,VAR2,KRAS,5,4.169267758063157,718,SiteB,SiteB_Run03,Operator1,1,1,0
S00395,VAR2,KRAS,5,4.8653068376198085,758,SiteB,SiteB_Run03,Operator2,2,0,0
S00396,VAR2,KRAS,5,4.52324799963285,964,SiteB,SiteB_Run03,Operator1,3,0,0
S00397,VAR2,KRAS,5,5.113916769961052,866,SiteC,SiteC_Run01,Operator1,1,0,0
S00398,VAR2,KRAS,5,3.436296868425854,836,SiteC,SiteC_Run01,Operator2,2,0,1
S00399,VAR2,KRAS,5,5.161087201814178,762,SiteC,SiteC_Run01,Operator1,3,1,0
S00400,VAR2,KRAS,5,5.015586916085445,940,SiteC,SiteC_Run02,Operator1,1,1,0
S00401,VAR2,KRAS,5,3.630307008998276,1000,SiteC,SiteC_Run02,Operator2,2,0,0
S00402,VAR2,KRAS,5,5.283731281657821,670,SiteC,SiteC_Run02,Operator1,3,1,0
S00403,VAR2,KRAS,5,5.055255728484042,808,SiteC,SiteC_Run03,Operator1,1,0,0
S00404,VAR2,KRAS,5,4.774662264552903,807,SiteC,SiteC_Run03,Operator2,2,0,0
S00405,VAR2,KRAS,5,4.986801161050046,713,SiteC,SiteC_Run03,Operator1,3,0,0
S00406,VAR2,KRAS,10,10.800311023616459,650,SiteA,SiteA_Run01,Operator1,1,1,0
S00407,VAR2,KRAS,10,10.718056433865868,800,SiteA,SiteA_Run01,Operator2,2,0,0
S00408,VAR2,KRAS,10,9.172983069875528,898,SiteA,SiteA_Run01,Operator1,3,0,0
S00409,VAR2,KRAS,10,12.58644826787564,1022,SiteA,SiteA_Run02,Operator1,1,1,0
S00410,VAR2,KRAS,10,9.927201885554648,514,SiteA,SiteA_Run02,Operator2,2,0,0
S00411,VAR2,KRAS,10,9.732052394557183,695,SiteA,SiteA_Run02,Operator1,3,0,0
S00412,VAR2,KRAS,10,12.079486727069337,753,SiteA,SiteA_Run03,Operator1,1,0,0
S00413,VAR2,KRAS,10,12.19460164049234,551,SiteA,SiteA_Run03,Operator2,2,1,0
S00414,VAR2,KRAS,10,8.692417917982652,687,SiteA,SiteA_Run03,Operator1,3,0,0
S00415,VAR2,KRAS,10,8.201961710342216,683,SiteB,SiteB_Run01,Operator1,1,1,0
S00416,VAR2,KRAS,10,8.683819639068131,692,SiteB,SiteB_Run01,Operator2,2,0,0
S00417,VAR2,KRAS,10,7.904481794173397,472,SiteB,SiteB_Run01,Operator1,3,0,0
S00418,VAR2,KRAS,10,7.003049539205344,832,SiteB,SiteB_Run02,Operator1,1,0,0
S00419,VAR2,KRAS,10,10.64091628654085,705,SiteB,SiteB_Run02,Operator2,2,0,0
S00420,VAR2,KRAS,10,9.713950234145688,1028,SiteB,SiteB_Run02,Operator1,3,0,0
S00421,VAR2,KRAS,10,11.371327365454091,919,SiteB,SiteB_Run03,Operator1,1,0,1
S00422,VAR2,KRAS,10,9.996681826033125,582,SiteB,SiteB_Run03,Operator2,2,0,0
S00423,VAR2,KRAS,10,10.852741115035752,815,SiteB,SiteB_Run03,Operator1,3,1,0
S00424,VAR2,KRAS,10,9.05551046462844,711,SiteC,SiteC_Run01,Operator1,1,0,0
S00425,VAR2,KRAS,10,8.252890488395328,933,SiteC,SiteC_Run01,Operator2,2,1,0
S00426,VAR2,KRAS,10,11.683896636579949,808,SiteC,SiteC_Run01,Operator1,3,1,0
S00427,VAR2,KRAS,10,11.644211810667358,716,SiteC,SiteC_Run02,Operator1,1,1,0
S00428,VAR2,KRAS,10,7.069873987627052,866,SiteC,SiteC_Run02,Operator2,2,0,0
S00429,VAR2,KRAS,10,11.917930411413645,823,SiteC,SiteC_Run02,Operator1,3,0,0
S00430,VAR2,KRAS,10,7.014018611598786,775,SiteC,SiteC_Run03,Operator1,1,1,0
S00431,VAR2,KRAS,10,9.909041549069624,1103,SiteC,SiteC_Run03,Operator2,2,1,0
S00432,VAR2,KRAS,10,9.240635332304471,721,SiteC,SiteC_Run03,Operator1,3,0,0
S00433,VAR3,BRAF,0,0.02388587366140143,729,SiteA,SiteA_Run01,Operator1,1,0,0
S00434,VAR3,BRAF,0,0.0303490591139517,568,SiteA,SiteA_Run01,Operator2,2,0,0
S00435,VAR3,BRAF,0,0.03614135696762498,794,SiteA,SiteA_Run01,Operator1,3,0,0
S00436,VAR3,BRAF,0,0.02684289138291679,934,SiteA,SiteA_Run02,Operator1,1,0,1
S00437,VAR3,BRAF,0,0.021804459109284854,489,SiteA,SiteA_Run02,Operator2,2,0,1
S00438,VAR3,BRAF,0,0.046664665461589906,762,SiteA,SiteA_Run02,Operator1,3,0,0
S00439,VAR3,BRAF,0,0.028325940239830556,623,SiteA,SiteA_Run03,Operator1,1,0,1
S00440,VAR3,BRAF,0,0.03337396488492878,1016,SiteA,SiteA_Run03,Operator2,2,0,0
S00441,VAR3,BRAF,0,0.05904547936313797,1004,SiteA,SiteA_Run03,Operator1,3,0,0
S00442,VAR3,BRAF,0,0.016981694309028628,850,SiteB,SiteB_Run01,Operator1,1,0,1
S00443,VAR3,BRAF,0,0.084705660501495,1014,SiteB,SiteB_Run01,Operator2,2,0,1
S00444,VAR3,BRAF,0,0.04763239588212273,670,SiteB,SiteB_Run01,Operator1,3,0,0
S00445,VAR3,BRAF,0,0.017076865844334266,943,SiteB,SiteB_Run02,Operator1,1,0,1
S00446,VAR3,BRAF,0,0.03163461507255625,712,SiteB,SiteB_Run02,Operator2,2,0,0
S00447,VAR3,BRAF,0,0.04462051254277447,848,SiteB,SiteB_Run02,Operator1,3,0,0
S00448,VAR3,BRAF,0,0.027562647200042482,755,SiteB,SiteB_Run03,Operator1,1,0,0
S00449,VAR3,BRAF,0,0.025785269217543566,758,SiteB,SiteB_Run03,Operator2,2,0,1
S00450,VAR3,BRAF,0,0.021600817055594395,882,SiteB,SiteB_Run03,Operator1,3,0,0
S00451,VAR3,BRAF,0,0.024790358928061335,604,SiteC,SiteC_Run01,Operator1,1,0,0
S00452,VAR3,BRAF,0,0.03187269526723281,762,SiteC,SiteC_Run01,Operator2,2,0,1
S00453,VAR3,BRAF,0,0.04122279263458694,826,SiteC,SiteC_Run01,Operator1,3,0,1
S00454,VAR3,BRAF,0,0.025834547302583263,739,SiteC,SiteC_Run02,Operator1,1,0,0
S00455,VAR3,BRAF,0,0.022572264586117177,816,SiteC,SiteC_Run02,Operator2,2,0,0
S00456,VAR3,BRAF,0,0.03122808703533527,752,SiteC,SiteC_Run02,Operator1,3,0,1
S00457,VAR3,BRAF,0,0.033783168990435423,1043,SiteC,SiteC_Run03,Operator1,1,0,0
S00458,VAR3,BRAF,0,0.03333344839449771,907,SiteC,SiteC_Run03,Operator2,2,0,1
S00459,VAR3,BRAF,0,0.026202461400799033,1245,SiteC,SiteC_Run03,Operator1,3,0,1
S00460,VAR3,BRAF,0.1,0.0922070947499886,681,SiteA,SiteA_Run01,Operator1,1,0,0
S00461,VAR3,BRAF,0.1,0.11111343738676571,922,SiteA,SiteA_Run01,Operator2,2,0,1
S00462,VAR3,BRAF,0.1,0.10492587855366514,1115,SiteA,SiteA_Run01,Operator1,3,0,0
S00463,VAR3,BRAF,0.1,0.11968253283998936,845,SiteA,SiteA_Run02,Operator1,1,0,0
S00464,VAR3,BRAF,0.1,0.11025146600931426,638,SiteA,SiteA_Run02,Operator2,2,0,0
S00465,VAR3,BRAF,0.1,0.1022650997695239,649,SiteA,SiteA_Run02,Operator1,3,0,0
S00466,VAR3,BRAF,0.1,0.122099081115326,795,SiteA,SiteA_Run03,Operator1,1,0,0
S00467,VAR3,BRAF,0.1,0.12691448938317182,996,SiteA,SiteA_Run03,Operator2,2,0,1
S00468,VAR3,BRAF,0.1,0.07558763204875801,913,SiteA,SiteA_Run03,Operator1,3,0,0
S00469,VAR3,BRAF,0.1,0.11953386655055194,479,SiteB,SiteB_Run01,Operator1,1,0,1
S00470,VAR3,BRAF,0.1,0.11683491786692023,695,SiteB,SiteB_Run01,Operator2,2,0,1
S00471,VAR3,BRAF,0.1,0.1207295704329431,799,SiteB,SiteB_Run01,Operator1,3,0,0
S00472,VAR3,BRAF,0.1,0.08338009764430904,581,SiteB,SiteB_Run02,Operator1,1,0,0
S00473,VAR3,BRAF,0.1,0.16189635635194044,904,SiteB,SiteB_Run02,Operator2,2,0,0
S00474,VAR3,BRAF,0.1,0.05952046191280187,431,SiteB,SiteB_Run02,Operator1,3,0,1
S00475,VAR3,BRAF,0.1,0.10013735499596557,821,SiteB,SiteB_Run03,Operator1,1,0,1
S00476,VAR3,BRAF,0.1,0.10239025271798222,741,SiteB,SiteB_Run03,Operator2,2,0,0
S00477,VAR3,BRAF,0.1,0.097050428097331,726,SiteB,SiteB_Run03,Operator1,3,0,0
S00478,VAR3,BRAF,0.1,0.11613401704136912,757,SiteC,SiteC_Run01,Operator1,1,0,0
S00479,VAR3,BRAF,0.1,0.10251172142106531,847,SiteC,SiteC_Run01,Operator2,2,0,0
S00480,VAR3,BRAF,0.1,0.08558921109082418,859,SiteC,SiteC_Run01,Operator1,3,0,0
S00481,VAR3,BRAF,0.1,0.13257875511587733,766,SiteC,SiteC_Run02,Operator1,1,0,0
S00482,VAR3,BRAF,0.1,0.09429119606346284,511,SiteC,SiteC_Run02,Operator2,2,0,0
S00483,VAR3,BRAF,0.1,0.1129907452582854,584,SiteC,SiteC_Run02,Operator1,3,0,1
S00484,VAR3,BRAF,0.1,0.08752007275906176,580,SiteC,SiteC_Run03,Operator1,1,0,0
S00485,VAR3,BRAF,0.1,0.08089836472573379,914,SiteC,SiteC_Run03,Operator2,2,0,0
S00486,VAR3,BRAF,0.1,0.08858853488692545,763,SiteC,SiteC_Run03,Operator1,3,0,0
S00487,VAR3,BRAF,0.25,0.20236897370497373,840,SiteA,SiteA_Run01,Operator1,1,0,1
S00488,VAR3,BRAF,0.25,0.2781282149980484,566,SiteA,SiteA_Run01,Operator2,2,0,0
S00489,VAR3,BRAF,0.25,0.18328501402060038,720,SiteA,SiteA_Run01,Operator1,3,0,0
S00490,VAR3,BRAF,0.25,0.2055651519483423,884,SiteA,SiteA_Run02,Operator1,1,0,0
S00491,VAR3,BRAF,0.25,0.251364628682916,773,SiteA,SiteA_Run02,Operator2,2,0,0
S00492,VAR3,BRAF,0.25,0.1773892471516931,783,SiteA,SiteA_Run02,Operator1,3,0,0
S00493,VAR3,BRAF,0.25,0.22598831910573675,789,SiteA,SiteA_Run03,Operator1,1,0,0
S00494,VAR3,BRAF,0.25,0.2352094471516063,982,SiteA,SiteA_Run03,Operator2,2,0,0
S00495,VAR3,BRAF,0.25,0.32723434478603863,708,SiteA,SiteA_Run03,Operator1,3,0,0
S00496,VAR3,BRAF,0.25,0.23744917004431196,901,SiteB,SiteB_Run01,Operator1,1,0,0
S00497,VAR3,BRAF,0.25,0.22515824311371554,935,SiteB,SiteB_Run01,Operator2,2,0,1
S00498,VAR3,BRAF,0.25,0.21894429967161233,622,SiteB,SiteB_Run01,Operator1,3,0,0
S00499,VAR3,BRAF,0.25,0.27339157982275303,818,SiteB,SiteB_Run02,Operator1,1,0,0
S00500,VAR3,BRAF,0.25,0.2345270003813172,798,SiteB,SiteB_Run02,Operator2,2,0,0
S00501,VAR3,BRAF,0.25,0.22423736318145357,954,SiteB,SiteB_Run02,Operator1,3,0,1
S00502,VAR3,BRAF,0.25,0.23640022312213213,937,SiteB,SiteB_Run03,Operator1,1,0,0
S00503,VAR3,BRAF,0.25,0.3093605539518319,800,SiteB,SiteB_Run03,Operator2,2,0,1
S00504,VAR3,BRAF,0.25,0.3420738562486637,820,SiteB,SiteB_Run03,Operator1,3,0,0
S00505,VAR3,BRAF,0.25,0.21982647872498673,692,SiteC,SiteC_Run01,Operator1,1,0,1
S00506,VAR3,BRAF,0.25,0.25102819602016035,770,SiteC,SiteC_Run01,Operator2,2,0,0
S00507,VAR3,BRAF,0.25,0.23430507983684443,646,SiteC,SiteC_Run01,Operator1,3,0,0
S00508,VAR3,BRAF,0.25,0.3624694236905435,655,SiteC,SiteC_Run02,Operator1,1,0,1
S00509,VAR3,BRAF,0.25,0.2813540151735918,617,SiteC,SiteC_Run02,Operator2,2,1,0
S00510,VAR3,BRAF,0.25,0.17509620651555519,925,SiteC,SiteC_Run02,Operator1,3,0,0
S00511,VAR3,BRAF,0.25,0.22921012928385312,967,SiteC,SiteC_Run03,Operator1,1,0,0
S00512,VAR3,BRAF,0.25,0.1580499268006476,738,SiteC,SiteC_Run03,Operator2,2,0,0
S00513,VAR3,BRAF,0.25,0.24539468417704038,631,SiteC,SiteC_Run03,Operator1,3,0,1
S00514,VAR3,BRAF,0.5,0.5755931009428704,787,SiteA,SiteA_Run01,Operator1,1,0,0
S00515,VAR3,BRAF,0.5,0.41809562494434893,1136,SiteA,SiteA_Run01,Operator2,2,0,0
S00516,VAR3,BRAF,0.5,0.3868769717399272,1106,SiteA,SiteA_Run01,Operator1,3,0,0
S00517,VAR3,BRAF,0.5,0.6427558407641046,542,SiteA,SiteA_Run02,Operator1,1,0,0
S00518,VAR3,BRAF,0.5,0.412271495714367,746,SiteA,SiteA_Run02,Operator2,2,0,0
S00519,VAR3,BRAF,0.5,0.5995413070733967,1030,SiteA,SiteA_Run02,Operator1,3,0,0
S00520,VAR3,BRAF,0.5,0.5218722474041386,794,SiteA,SiteA_Run03,Operator1,1,0,0
S00521,VAR3,BRAF,0.5,0.5963410428588459,1040,SiteA,SiteA_Run03,Operator2,2,0,0
S00522,VAR3,BRAF,0.5,0.6110123049961733,750,SiteA,SiteA_Run03,Operator1,3,0,0
S00523,VAR3,BRAF,0.5,0.628031421426863,891,SiteB,SiteB_Run01,Operator1,1,0,0
S00524,VAR3,BRAF,0.5,0.6402221777751097,834,SiteB,SiteB_Run01,Operator2,2,0,1
S00525,VAR3,BRAF,0.5,0.5304302132820308,1284,SiteB,SiteB_Run01,Operator1,3,0,0
S00526,VAR3,BRAF,0.5,0.5174745282438359,938,SiteB,SiteB_Run02,Operator1,1,1,0
S00527,VAR3,BRAF,0.5,0.41303413541542366,619,SiteB,SiteB_Run02,Operator2,2,0,0
S00528,VAR3,BRAF,0.5,0.3924959717886107,709,SiteB,SiteB_Run02,Operator1,3,0,0
